"返","ヘン, かえ.す, -かえ.す, かえ.る, -かえ.る","return, answer, fade, repay","move ⻌ + anti 反 = move ⻌ in reverse 反 direction = return"
"荒","コウ, あ.らす, あ.れる, あら.い, すさ.ぶ, すさ.む, あ.らし","laid waste, rough, rude, wild","Originally meant uncultivated land

Now means waste

Wasteland = dead 亡 grass 艹 with a river 川

-> rough, stormy

Imagine someone stranded in that wasteland screaming AAA and its COld

KOU from huang"
"慌","コウ, あわ.てる, あわ.ただしい","disconcerted, be confused, lose one's head","The panic 慌 laid waste 荒 to my heart 心

Sound from 荒"
"慌てる","あわてる","to become confused (disconcerted, disorganized, disorganised), to be flustered, to panic; to hurry, to rush, to hasten","“Ai WAs TERRing you we were going to be late!”"
"寝坊","ねぼう","sleeping in late, oversleeping; late riser, sleepyhead","Sleepy boy"
"劇場","げきじょう","theatre, theater, playhouse","美水かがみ
劇場

Jou because it’s Chinese (chang)"
"劇","ゲキ","drama, play","a play about a pig 豕 and a tiger 虍 fighting with knives 刂 
they are GEeKIng out on each other"
"正面に","まともに","right (in front), directly, straight (in the face), head-on, full on; properly, normally; honestly, decently, seriously, fairly","Used to mean front of a ship facing the wind"
"きまりが悪い","きまりがわるい","embarrassed, ashamed","Settlement is bad = unsettled = embarrassed"
"正面","まとも","the front; honest, upright, decent, proper, respectable, straight, serious, sensible","True 真 face 面 = front"
"正文","せいぶん","main text (as opposed to any included commentary or annotations); authentic text (e.g. of a treaty, as opposed to any translation not specified as authentic); Chinese classical literature","True literature = main text"
"幕","マク, バク, とばり","curtain, bunting, act of play","Curtain = cloth 巾 used at dusk 莫 MAKuing me sleepy

Mu -> Maku"
"莫","バク, ボ, マク, モ, ナイ, くれ, なか.れ, なし","must not, do not, be not","No

the sun 日 goes down in the grass 茻 (艹)- dusk and not visible: → 莫

艹 grass 日 sun 大 big = sun going down in big grass = not visible = not 莫"
"莫大","ばくだい","vast, huge, immense, enormous, colossal; malva nut (Scaphium affine)","“Nothing bigger”"
"字幕","じまく","subtitles, captioning","Words from the curtains->play = captions"
"位","イ, くらい, ぐらい","rank, grade, throne, crown, about, some","I am the person standing the highest since I am the top rank

Can also mean location as in 座位 seat"
"直","チョク, ジキ, ジカ, ただ.ちに, なお.す, -なお.す, なお.る, なお.き, す.ぐ","straightaway, honesty, frankness, fix, repair","Ten 十 eyes 目 are watching to make sure the angle 𠃊 is straight

Ten 十 eye 目 = straight 直 honest

JIKI from JInKIes I hope he’s straight

Zhi -> JIKI"
"置","チ, お.く, -お.き","placement, put, set, deposit, leave behind, keep, employ, pawn","Put the CHEEse straight 直 into a net 罒

Zhi -> chi"
"位置","いち","place, position, location; position, standing, status, situation","Rank placement = place

你的位置 
You are here. Your location. 
Weizhi -> wei: i, zhi: chi (t)"
"着く","つく","to arrive at, to reach; to sit on, to sit at (e.g. the table)","We will arrive SOOn, KUl?"
"位置につく","いちにつく","to take one's place, to take one's position, to go into position, to line up","位置について"
"叔","シュク","uncle, youth","叔 originally depicted a wooden stake with dirt coming off of it (now written 尗) and a hand (又), indicating the original meaning “to dig in the dirt with a sharp stick.”
 

上 up 小 small 又 hand

Uncle 叔 raises up 上 his small 小 hand 又 to SHUKu my hand

叔 originally depicted a wooden stake with dirt coming off of it (now written 尗) and a hand (又), indicating the original meaning “to dig in the dirt with a sharp stick.”
 

上 up 小 small 又 hand

Uncle raises up his small hand to SHUKu my hand"
"育","イク, そだ.つ, そだ.ち, そだ.てる, はぐく.む","bring up, grow up, raise, rear","Me with hat on moon sounds like lullaby story for kids growing up

Growing up kids love SODA

Girls say IKU before they end up raising kids

The 子 (child) component is upside-down, depicting a child being born head-first out of the mother’s flesh ⺼. "
"寄","キ, よ.る, -よ.り, よ.せる","draw near, stop in, bring near, gather, collect, send, forward","宀 roof + 奇 strange = the strange thing approached the house at night 夜 (yoru) = approach

宀 roof + 奇 ki = 寄 ki"
"寄生","きせい","parasitism","Approach life = parasite"
"配","ハイ, くば.る","distribute, spouse, exile, rationing","酉 alcohol + 己 self = 配 distribute

I myself distribute shots to everyone

HAI like chuuhai since alcohol

(Distribution of alcohol offerings during sacrifices, 己 is kneeling man)

——

酉 yuu + 己 ko = 配 hai"
"退く","どく, のく","to step aside, to move (i.e. out of the way), to make way; to resign, to retire, to quit, to secede","Doke means get out of the way"
"広がる","ひろがる","to spread (out), to extend, to stretch, to reach to, to get around, to fill (e.g. a space)","Intransitive"
"広げる","ひろげる","to spread, to extend, to expand, to enlarge, to widen, to broaden; to unfold, to open, to unroll, to unwrap; to scatter about, to spread around; to make flourish, to cause to prosper","Transitive"
"状況","じょうきょう","state of affairs, situation, conditions, circumstances","どの状況？"
"被","ヒ, こうむ.る, おお.う, かぶ.る, かぶ.せる","incur, cover, veil, brood over, shelter, wear, put on, be exposed (film), receiving","衤clothes + 皮 skin = 被cover

衤fu + 皮 hi = 被hi

In Chinese, means “by” (cover->pressure smth->suffer->by). If you remember “by” meaning, then “incur”/“receive” meaning is free

(Original meaning: blanket)"
"喫","キツ, の.む","consume, eat, drink, smoke, receive (a blow)","吃 unsimplified

口 mouth + 契 promise = my mouth promises to consume when i begin to eat something"
"契","ケイ, ちぎ.る","pledge, promise, vow","Original meaning:

㓞 to carve an agreement or contract with a knife + 大 adult person = to use a knife to write for the purpose of divination > carved words > contract 

Still possible to remember it like this I feel…

龶 lines + 刀 knife + 大 person = words carved with a knife, person witness = promise"
"家賃","やちん","rent","Kaching
House fare is rent"
"賃","チン","fare, fee, hire, rent, wages, charge","任 responsibility + 貝 money = responsibility to money = fee or wage

lìn

1 (orig.) to be employed by s.o
2 → to hire
3 ⇒ to rent

任 nin -> 賃 chin"
"続","ゾク, ショク, コウ, キョウ, つづ.く, つづ.ける, つぐ.ない","continue, series, sequel","糸 thread + 売 sell = to sell each yarn (story) one after another = continue"
"営","エイ, いとな.む, いとな.み","camp, perform, build, conduct (business)","🈺 open for business"
"尸","シ, かたしろ","corpse, remains, flag radical (no. 44)","Yes, the Chinese character ""尸"" (shī) can represent both ""corpse"" and ""body"" in various contexts. When used in compound kanji (or Hanzi in Chinese), it often carries these meanings. Here are some examples of kanji that include ""尸"" where it typically means ""body"":

1. **尻 (ketsu)**: This character means ""buttocks"" or ""rear end"" in Japanese. It's a combination of ""尸"" (body) and ""九"" (nine), and the character suggests the lower part of the body.

2. **尾 (bi)**: Meaning ""tail,"" this kanji combines ""尸"" (body) with ""毛"" (hair/fur). It refers to the tail of an animal, an extension of the body.

3. **居 (kyo, ko)**: This character means ""reside"" or ""to be (in a place),"" and it combines ""尸"" (body) with ""老"" (old). It can be interpreted as where one's body resides or stays.

4. **届 (todoke)**: Meaning ""deliver"" or ""reach,"" this kanji combines ""尸"" (body) with ""由"" (reason/cause). It implies something reaching its destination, possibly relating to the movement of the body.

5. **屎 (fun)**: This character specifically means ""feces"" or ""excrement,"" combining ""尸"" (body) with ""米"" (rice). It's a more direct reference to a bodily function.

In these kanji, ""尸"" contributes the idea of the body or a part of the body, often in a metaphorical or symbolic sense."
